"","ProbabilityThreshold","Species","Life_Stage","Hydraulic","Node","Scenario","Position","QTarget","HTarget","Calculation"
"1412","High","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice2",0.01,0.261772234354737,"Q >= newx1High[1] & Q <= newx1High[2]"
"1413","High","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice3",0.48,0.26177229038666,"Q >= newx1High[1] & Q <= newx1High[2]"
"1414","High","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice1",0.78,0.740116207904924,"Q >= newx1High[1] & Q <= newx1High[2]"
"1415","High","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice2",0.35,0.740116304112083,"Q >= newx1High[1] & Q <= newx1High[2]"
"1416","High","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice3",2.19,0.74011253559009,"Q >= newx1High[1] & Q <= newx1High[2]"
"1417","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice1",13.27,37.6583539356709,"Q >= newx1Low"
"1418","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice2",1.67,37.6583822332044,"Q >= newx1Low"
"1419","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice3",2.35,37.6583822579302,"Q >= newx1Low"
"1420","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice4",1.32,37.6583823727618,"Q >= newx1Low"
"1421","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice5",12.38,37.6582945830018,"Q >= newx1Low"
"1422","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1423","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1424","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1425","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice4",NA,NA,"Q >= newx1Low"
"1426","Low","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice5",NA,NA,"Q >= newx1Low"
"1427","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice1",17.41,53.1892758330078,"Q >= newx1Med"
"1428","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice2",3.39,53.1892758330136,"Q >= newx1Med"
"1429","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice3",4.29,53.1892758310548,"Q >= newx1Med"
"1430","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice4",2.9,53.1892758179659,"Q >= newx1Med"
"1431","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice5",16.38,53.189275710825,"Q >= newx1Med"
"1432","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1433","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1434","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Med"
"1435","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice4",NA,NA,"Q >= newx1Med"
"1436","Med","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice5",NA,NA,"Q >= newx1Med"
"1437","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice1",22.14,68.7202189579911,"Q >= newx1High"
"1438","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice2",5.64,68.7201693243767,"Q >= newx1High"
"1439","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice3",6.78,68.7201726202508,"Q >= newx1High"
"1440","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice4",5.01,68.7202142538347,"Q >= newx1High"
"1441","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice5",20.97,68.7210042836068,"Q >= newx1High"
"1442","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1443","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1444","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1High"
"1445","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice4",NA,NA,"Q >= newx1High"
"1446","High","Chub","Adult","Depth","J01-040","201105_Aliso_Recalibration_Update","slice5",NA,NA,"Q >= newx1High"
"1447","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice1",56.54,1.02127557879689,"Q >= min_limit & Q <= newx1Low"
"1448","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice2",7.06,1.02597139866233,"Q >= min_limit & Q <= newx1Low"
"1449","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice3",5.39,1.02597132671017,"Q >= min_limit & Q <= newx1Low"
"1450","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",7.18,1.02597149476266,"Q >= min_limit & Q <= newx1Low"
"1451","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice5",40.92,1.0243268393169,"Q >= min_limit & Q <= newx1Low"
"1452","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1453","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1454","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1455","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1456","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice5",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1457","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice1",6.27,0.132004214616802,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1458","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice2",0.03,0.12969407188982,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1459","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice3",0.14,0.129694069726917,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1460","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",4.62,0.872194435855747,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"1461","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice5",5.51,0.130473347564907,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1462","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice1",42.02,0.869888142995584,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1463","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice2",4.41,0.872194471000319,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1464","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice3",3.6,0.872194525630991,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1465","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",5.11,0.872194435855747,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"1466","Med","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice5",30.59,0.871414769155269,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1467","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice1",7.66,0.262970247845322,"Q >= newx1High[1] & Q <= newx1High[2]"
"1468","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice2",0.24,0.26177222849591,"Q >= newx1High[1] & Q <= newx1High[2]"
"1469","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice3",0.3,0.261772226835229,"Q >= newx1High[1] & Q <= newx1High[2]"
"1470","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",0.07,0.261772275348873,"Q >= newx1High[1] & Q <= newx1High[2]"
"1471","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice5",6.54,0.262175999249006,"Q >= newx1High[1] & Q <= newx1High[2]"
"1472","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice1",33.93,0.738918205242978,"Q >= newx1High[1] & Q <= newx1High[2]"
"1473","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice2",3.1,0.740116311141778,"Q >= newx1High[1] & Q <= newx1High[2]"
"1474","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice3",2.42,0.740116307752096,"Q >= newx1High[1] & Q <= newx1High[2]"
"1475","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",3.23,0.740116264551993,"Q >= newx1High[1] & Q <= newx1High[2]"
"1476","High","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice5",26.89,0.739712094048234,"Q >= newx1High[1] & Q <= newx1High[2]"
"1477","Low","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice1",11.88,37.6583484530819,"Q >= newx1Low"
"1478","Low","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice2",2.42,37.6583821687001,"Q >= newx1Low"
"1479","Low","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice3",10.86,37.6583609323658,"Q >= newx1Low"
"1480","Low","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1481","Low","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1482","Low","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1483","Med","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice1",17.25,53.1892758174679,"Q >= newx1Med"
"1484","Med","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice2",5.15,53.1892758337947,"Q >= newx1Med"
"1485","Med","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice3",15.99,53.1892757872388,"Q >= newx1Med"
"1486","Med","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1487","Med","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1488","Med","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Med"
"1489","High","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice1",23.81,68.7204352720491,"Q >= newx1High"
"1490","High","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice2",8.86,68.7201746166848,"Q >= newx1High"
"1491","High","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice3",22.29,68.7201906059351,"Q >= newx1High"
"1492","High","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1493","High","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1494","High","Chub","Adult","Depth","J01-041","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1High"
"1495","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice1",22.72,1.02597945720032,"Q >= min_limit & Q <= newx1Low"
"1496","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",2.52,1.02597131635656,"Q >= min_limit & Q <= newx1Low"
"1497","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice3",10.76,1.02597199776637,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1498","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1499","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1500","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice3",16.47,1.02597199776637,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1501","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice1",3.4,0.129694010374588,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1502","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",1.56,0.872194434369724,"Q >= min_limit & Q <= newx1Med"
"1503","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice3",2.56,0.129693630714344,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1504","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice1",20.24,0.872194537146931,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1505","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1506","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice3",14.36,0.872194469026068,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1507","High","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice1",4.24,0.261772177639082,"Q >= newx1High[1] & Q <= newx1High[2]"
"1508","High","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",0.04,0.261772275209831,"Q >= newx1High[1] & Q <= newx1High[2]"
"1509","High","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice3",2.91,0.26177231636284,"Q >= newx1High[1] & Q <= newx1High[2]"
"1510","High","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice1",17.59,0.74011620578525,"Q >= newx1High[1] & Q <= newx1High[2]"
"1511","High","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",1,0.740116257554617,"Q >= newx1High[1] & Q <= newx1High[2]"
"1512","High","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice3",7.19,0.740116228195498,"Q >= newx1High[1] & Q <= newx1High[2]"
"1513","Low","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice1",5.42,37.6583809334616,"Q >= newx1Low"
"1514","Low","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice2",1.91,37.6583822917485,"Q >= newx1Low"
"1515","Low","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice3",6.71,37.6583796958939,"Q >= newx1Low"
"1516","Low","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1517","Low","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1518","Low","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1519","Med","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice1",9.44,53.1892758313817,"Q >= newx1Med"
"1520","Med","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice2",4.56,53.189275834013,"Q >= newx1Med"
"1521","Med","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice3",11.12,53.1892758331773,"Q >= newx1Med"
"1522","Med","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1523","Med","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1524","Med","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Med"
"1525","High","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice1",14.6,68.7202129477788,"Q >= newx1High"
"1526","High","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice2",8.3,68.7201724250996,"Q >= newx1High"
"1527","High","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice3",16.71,68.7206904866138,"Q >= newx1High"
"1528","High","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1529","High","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1530","High","Chub","Adult","Depth","J01-060","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1High"
"1531","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice1",3.74,1.02597135971822,"Q >= min_limit & Q <= newx1Low"
"1532","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",0.76,1.02597132432003,"Q >= min_limit & Q <= newx1Low"
"1533","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice3",3.14,1.02597132215551,"Q >= min_limit & Q <= newx1Low"
"1534","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1535","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1536","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1537","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice1",0.39,0.129694034796316,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1538","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",0.55,0.872194442534375,"Q >= min_limit & Q <= newx1Med"
"1539","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice3",0.74,0.129694039664161,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1540","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice1",3.12,0.872194719669054,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1541","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1542","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice3",2.6,0.872194473390222,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1543","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice1",0.49,0.261772252551043,"Q >= newx1High[1] & Q <= newx1High[2]"
"1544","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",0.29,0.740116254932159,"Q >= min_limit & Q <= newx1High"
"1545","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice3",0.96,0.261772358619695,"Q >= newx1High[1] & Q <= newx1High[2]"
"1546","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice1",2.69,0.740116263258291,"Q >= newx1High[1] & Q <= newx1High[2]"
"1547","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1High"
"1548","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice3",2.22,0.740116243493168,"Q >= newx1High[1] & Q <= newx1High[2]"
"1549","Low","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice1",4.56,37.6583721519765,"Q >= newx1Low"
"1550","Low","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice2",1.29,37.6583547036186,"Q >= newx1Low"
"1551","Low","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice3",2.59,37.6583637515847,"Q >= newx1Low"
"1552","Low","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1553","Low","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1554","Low","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1555","Med","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice1",6.59,53.1892759563661,"Q >= newx1Med"
"1556","Med","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice2",2.51,53.1892758329883,"Q >= newx1Med"
"1557","Med","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice3",4.2,53.1892758664457,"Q >= newx1Med"
"1558","Med","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1559","Med","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1560","Med","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Med"
"1561","High","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice1",8.96,68.7202554624014,"Q >= newx1High"
"1562","High","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice2",4.09,68.720250055672,"Q >= newx1High"
"1563","High","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice3",6.16,68.7207810247109,"Q >= newx1High"
"1564","High","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1565","High","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1566","High","Chub","Adult","Depth","J01-061","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1High"
"1567","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice1",13.84,1.00782524467003,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1568","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",2.79,1.02597140628461,"Q >= min_limit & Q <= newx1Low"
"1569","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice3",0.23,0.00340747277580479,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"1570","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice1",19.41,1.00782524467003,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1571","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1572","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice3",16.17,0.99848513874154,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"1573","Med","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice1",1.34,0.138471372878018,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1574","Med","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",0.02,0.12969409709678,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1575","Med","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice3",0.37,0.143161806878472,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1576","Med","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice1",11.42,0.863438462728027,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1577","Med","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",1.87,0.872194600602122,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1578","Med","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice3",13.97,0.858731788612429,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1579","High","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice1",1.75,0.266352868465649,"Q >= newx1High[1] & Q <= newx1High[2]"
"1580","High","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",0.08,0.261772280357283,"Q >= newx1High[1] & Q <= newx1High[2]"
"1581","High","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice3",0.61,0.268831622615259,"Q >= newx1High[1] & Q <= newx1High[2]"
"1582","High","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice1",9.65,0.735533362291525,"Q >= newx1High[1] & Q <= newx1High[2]"
"1583","High","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",1.26,0.740116271394811,"Q >= newx1High[1] & Q <= newx1High[2]"
"1584","High","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice3",8.36,0.733056781442229,"Q >= newx1High[1] & Q <= newx1High[2]"
"1585","Low","Chub","Adult","Depth","J01-062","201105_Aliso_Recalibration_Update","slice1",21.32,37.6548451753518,"Q >= newx1Low"
"1586","Low","Chub","Adult","Depth","J01-062","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1587","Med","Chub","Adult","Depth","J01-062","201105_Aliso_Recalibration_Update","slice1",32.29,53.1892690386471,"Q >= newx1Med"
"1588","Med","Chub","Adult","Depth","J01-062","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1589","High","Chub","Adult","Depth","J01-062","201105_Aliso_Recalibration_Update","slice1",45.18,68.7689234329022,"Q >= newx1High"
"1590","High","Chub","Adult","Depth","J01-062","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1591","Low","Chub","Adult","Velocity","J01-062","201105_Aliso_Recalibration_Update","slice1",6.64,1.02598363161144,"Q >= min_limit & Q <= newx1Low"
"1592","Low","Chub","Adult","Velocity","J01-062","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1593","Med","Chub","Adult","Velocity","J01-062","201105_Aliso_Recalibration_Update","slice1",3.94,0.129681851081551,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1594","Med","Chub","Adult","Velocity","J01-062","201105_Aliso_Recalibration_Update","slice1",6.01,0.872205653375325,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1595","High","Chub","Adult","Velocity","J01-062","201105_Aliso_Recalibration_Update","slice1",4.3,0.261756287438474,"Q >= newx1High[1] & Q <= newx1High[2]"
"1596","High","Chub","Adult","Velocity","J01-062","201105_Aliso_Recalibration_Update","slice1",5.53,0.740120329954657,"Q >= newx1High[1] & Q <= newx1High[2]"
"1597","Low","Chub","Adult","Depth","J01-070","201105_Aliso_Recalibration_Update","slice1",5.05,37.6583821961246,"Q >= newx1Low"
"1598","Low","Chub","Adult","Depth","J01-070","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1599","Med","Chub","Adult","Depth","J01-070","201105_Aliso_Recalibration_Update","slice1",9.94,53.1892758330186,"Q >= newx1Med"
"1600","Med","Chub","Adult","Depth","J01-070","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
