"","ProbabilityThreshold","Species","Life_Stage","Hydraulic","Node","Scenario","Position","QTarget","HTarget","Calculation","code","LimitBound","Flag"
"483","Low","Chub","Adult","Velocity","J01-020","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J01-020_slice3","Upper","With Min Limit"
"484","Med","Chub","Adult","Velocity","J01-020","201105_Aliso_Recalibration_Update","slice3",0.67,0.87219443780263,"Q >= min_limit & Q <= limit","J01-020_slice3","Upper","With Min Limit"
"485","Med","Chub","Adult","Velocity","J01-020","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J01-020_slice3","Upper","With Min Limit"
"486","High","Chub","Adult","Velocity","J01-020","201105_Aliso_Recalibration_Update","slice3",0.46,0.740116264101846,"Q >= min_limit & Q <= limit","J01-020_slice3","Upper","With Min Limit"
"487","High","Chub","Adult","Velocity","J01-020","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J01-020_slice3","Upper","With Min Limit"
"488","Med","Chub","Adult","Velocity","J01-030","201105_Aliso_Recalibration_Update","slice3",0.09,0.872194433744548,"Q >= min_limit & Q <= limit","J01-030_slice3","Upper","With Min Limit"
"489","Med","Chub","Adult","Velocity","J01-030","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J01-030_slice3","Upper","With Min Limit"
"490","High","Chub","Adult","Velocity","J01-030","201105_Aliso_Recalibration_Update","slice3",0.06,0.740116257817705,"Q >= min_limit & Q <= limit","J01-030_slice3","Upper","With Min Limit"
"491","High","Chub","Adult","Velocity","J01-030","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J01-030_slice3","Upper","With Min Limit"
"492","Low","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice2",0.77,1.02597251219119,"Q >= min_limit & Q <= limit","J01-031_slice2","Upper","With Min Limit"
"493","Low","Chub","Adult","Velocity","J01-031","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-031_slice2","Upper","With Min Limit"
"494","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",7.18,1.02597149476266,"Q >= min_limit & Q <= limit","J01-040_slice4","Upper","With Min Limit"
"495","Low","Chub","Adult","Velocity","J01-040","201105_Aliso_Recalibration_Update","slice4",NA,NA,"Q >= min_limit & Q <= limit","J01-040_slice4","Upper","With Min Limit"
"496","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",2.52,1.02597131635656,"Q >= min_limit & Q <= limit","J01-041_slice2","Upper","With Min Limit"
"497","Low","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-041_slice2","Upper","With Min Limit"
"498","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",1.56,0.872194434369724,"Q >= min_limit & Q <= limit","J01-041_slice2","Upper","With Min Limit"
"499","Med","Chub","Adult","Velocity","J01-041","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-041_slice2","Upper","With Min Limit"
"500","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",0.76,1.02597132432003,"Q >= min_limit & Q <= limit","J01-060_slice2","Upper","With Min Limit"
"501","Low","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-060_slice2","Upper","With Min Limit"
"502","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",0.55,0.872194442534375,"Q >= min_limit & Q <= limit","J01-060_slice2","Upper","With Min Limit"
"503","Med","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-060_slice2","Upper","With Min Limit"
"504","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",0.29,0.740116254932159,"Q >= min_limit & Q <= limit","J01-060_slice2","Upper","With Min Limit"
"505","High","Chub","Adult","Velocity","J01-060","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-060_slice2","Upper","With Min Limit"
"506","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",2.79,1.02597140628461,"Q >= min_limit & Q <= limit","J01-061_slice2","Upper","With Min Limit"
"507","Low","Chub","Adult","Velocity","J01-061","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-061_slice2","Upper","With Min Limit"
"508","Low","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",0.68,1.02597131519621,"Q >= min_limit & Q <= limit","J01-090_slice2","Upper","With Min Limit"
"509","Low","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-090_slice2","Upper","With Min Limit"
"510","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",0.46,1.02597128906673,"Q >= min_limit & Q <= limit","J01-091_slice2","Upper","With Min Limit"
"511","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-091_slice2","Upper","With Min Limit"
"512","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",0.46,1.02597129500823,"Q >= min_limit & Q <= limit","J01-100_slice2","Upper","With Min Limit"
"513","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J01-100_slice2","Upper","With Min Limit"
"514","Low","Chub","Adult","Velocity","J03-010","201105_Aliso_Recalibration_Update","slice2",1.13,1.02597128979699,"Q >= min_limit & Q <= limit","J03-010_slice2","Upper","With Min Limit"
"515","Low","Chub","Adult","Velocity","J03-010","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J03-010_slice2","Upper","With Min Limit"
"516","Med","Chub","Adult","Velocity","J03-010","201105_Aliso_Recalibration_Update","slice2",0.77,0.872194439145843,"Q >= min_limit & Q <= limit","J03-010_slice2","Upper","With Min Limit"
"517","Med","Chub","Adult","Velocity","J03-010","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= limit","J03-010_slice2","Upper","With Min Limit"
"518","Low","Chub","Adult","Velocity","J04-010","201105_Aliso_Recalibration_Update","slice3",9.7,1.02597194898834,"Q >= min_limit & Q <= limit","J04-010_slice3","Upper","With Min Limit"
"519","Low","Chub","Adult","Velocity","J04-010","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J04-010_slice3","Upper","With Min Limit"
"520","Med","Chub","Adult","Velocity","J04-010","201105_Aliso_Recalibration_Update","slice3",5.98,0.872194447373127,"Q >= min_limit & Q <= limit","J04-010_slice3","Upper","With Min Limit"
"521","Med","Chub","Adult","Velocity","J04-010","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= limit","J04-010_slice3","Upper","With Min Limit"
"522","Low","Chub","Adult","Velocity","J05-010","201105_Aliso_Recalibration_Update","slice1",1.77,1.02597214011297,"Q >= min_limit & Q <= limit","J05-010_slice1","Upper","With Min Limit"
"523","Low","Chub","Adult","Velocity","J05-010","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= limit","J05-010_slice1","Upper","With Min Limit"
"524","Med","Chub","Adult","Velocity","J05-010","201105_Aliso_Recalibration_Update","slice1",1.17,0.872194786202802,"Q >= min_limit & Q <= limit","J05-010_slice1","Upper","With Min Limit"
"525","Med","Chub","Adult","Velocity","J05-010","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= limit","J05-010_slice1","Upper","With Min Limit"
"526","Low","Chub","Adult","Velocity","J07-010","201105_Aliso_Recalibration_Update","slice1",1.28,1.02597182991182,"Q >= min_limit & Q <= limit","J07-010_slice1","Upper","With Min Limit"
"527","Low","Chub","Adult","Velocity","J07-010","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= limit","J07-010_slice1","Upper","With Min Limit"
"528","Med","Chub","Adult","Velocity","J07-010","201105_Aliso_Recalibration_Update","slice1",0.87,0.872194444932896,"Q >= min_limit & Q <= limit","J07-010_slice1","Upper","With Min Limit"
"529","Med","Chub","Adult","Velocity","J07-010","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= limit","J07-010_slice1","Upper","With Min Limit"
